question,answer,source_file
b'Expand (2*h + h - 14*h)*(-33 + 201 + 50 + 35 + 58).\n',b'-3421*h\n',polynomials__expand_train.csv
b'Expand -t**4 - 4*t**4 - 8*t**4 + (2*t**2 - t**2 + 0*t**2)*(3*t - 3*t**2 - 2*t**2 + 3*t**2).\n',b'-15*t**4 + 3*t**3\n',polynomials__expand_train.csv
b'Expand (4 - 3*r + r - 2)*(-485 + 485 + 21*r).\n',b'-42*r**2 + 42*r\n',polynomials__expand_train.csv
b'Expand -15 + 7*i**3 + 15 + (4*i**2 - 3*i**2 - 2*i**2)*(-3*i + 5*i - 4*i) - 10*i**3 - 2*i**3 + 0*i**3 + (0 + 3 - 1)*(2*i**3 - 2 + 2) - i**3 - 3*i**3 + 2*i**3.\n',b'-i**3\n',polynomials__expand_train.csv
b'Expand (2*j + 0*j - j)*(2*j**2 - j**2 - 10*j**2) - 4*j**3 + 6*j**3 - j**3 + (-2 + 3 - 2)*(-2*j**3 - j + j) + 2 - 2 - 2*j**3.\n',b'-8*j**3\n',polynomials__expand_train.csv
b'Expand (b - 3*b - b)*(-2 - b + 0*b + 0*b).\n',b'3*b**2 + 6*b\n',polynomials__expand_train.csv
b'Expand (-17*r + 11*r + 5*r)*((1 + 2 - 5)*(-r**3 + 4*r**3 - r**3) + 2 - 2 + 2*r**3).\n',b'2*r**4\n',polynomials__expand_train.csv
b'Expand (8555*c**4 + 3*c**5 - 8555*c**4 + 13*c)*(-1 + 2 - 3).\n',b'-6*c**5 - 26*c\n',polynomials__expand_train.csv
b'Expand (4*t + 3*t - t - 2*t)*(2*t + 3*t + 0*t).\n',b'20*t**2\n',polynomials__expand_train.csv
b'Expand (2*d**4 - d**3 - d**3 - 3*d**4)*(-49 + 107 + 65).\n',b'-123*d**4 - 246*d**3\n',polynomials__expand_train.csv
b'Simplify r/(r*r*r*r**(-5/8)*r*r)*r*r/(r/(r**30*r)) assuming r is positive.\n',b'r**(229/8)\n',polynomials__simplify_power_train.csv
b'Simplify ((i*i**(2/23))/((i*i**14*i)/i))**(-9) assuming i is positive.\n',b'i**(2880/23)\n',polynomials__simplify_power_train.csv
b'Simplify (v**3*v**4)/((v**8/v)/v**(1/23)) assuming v is positive.\n',b'v**(1/23)\n',polynomials__simplify_power_train.csv
b'Simplify ((((p*p/((p/p**(-4/7))/p))/p)/p*p*p)/(p/(p/(p*(p*p/(p**(-5)*p*p*p))/p))))/(((p/(p**(2/41)/p*p*p)*p)/p)/p**7) assuming p is positive.\n',b'p**(1285/287)\n',polynomials__simplify_power_train.csv
b'Simplify ((s**20*s)/s**6)/((s*s*s*(s**(3/32)/s)/s*s)/s**(-33)) assuming s is positive.\n',b's**(-643/32)\n',polynomials__simplify_power_train.csv
b'Simplify (r/((r/((r/r**(-18))/r))/r))/r*r**(6/5) assuming r is positive.\n',b'r**(96/5)\n',polynomials__simplify_power_train.csv
b'Simplify ((y**9*y)**(1/55))**(-39) assuming y is positive.\n',b'y**(-78/11)\n',polynomials__simplify_power_train.csv
b'Simplify ((w*w/w**2*w)**16)**37 assuming w is positive.\n',b'w**592\n',polynomials__simplify_power_train.csv
b'Simplify ((r*r**19)/(r**(-2/25)*r))/(r**(2/5))**(-15/4) assuming r is positive.\n',b'r**(1029/50)\n',polynomials__simplify_power_train.csv
b'Simplify (s/(s/(s/s**1)))**30/(s**(-1)*s**(-6))*s**1/(s/s**(-4)*s)*(((s*s**(2/5))/s)/s)/s**0 assuming s is positive.\n',b's**(7/5)\n',polynomials__simplify_power_train.csv
b'Simplify ((m/(m/((m*m**(-2/33)*m*m*m*m)/m)*m))/m)**(4/23)/(m**(-2))**(-5) assuming m is positive.\n',b'm**(-7334/759)\n',polynomials__simplify_power_train.csv
b'Simplify x/x**(5/6)*x*x**19 assuming x is positive.\n',b'x**(121/6)\n',polynomials__simplify_power_train.csv
b'Simplify ((l**(-1/4)*l)/l**6)/((l**1*l)/l)**(2/13) assuming l is positive.\n',b'l**(-281/52)\n',polynomials__simplify_power_train.csv
b'Simplify (z*(z**10*z)/z)**(-33)*z**(-2/39)/z*z*z*z/(z*z**22/z) assuming z is positive.\n',b'z**(-14939/39)\n',polynomials__simplify_power_train.csv
b'Simplify d**(-21)/d*d**(-1/29)*((d/(d*d**15))/d*d)/(d**(-3/2)*d) assuming d is positive.\n',b'd**(-2119/58)\n',polynomials__simplify_power_train.csv
b'Simplify (s*(s*((s**(-1/4)*s)/s*s)/s)/s*s*s*s*s)**(1/4)*s**(-4/3)*s*s*s*s/s**8*s assuming s is positive.\n',b's**(-151/48)\n',polynomials__simplify_power_train.csv
b'Simplify (((q*(q*q/(q/(q/q**5*q)*q)*q)/q)**(2/21))**(1/7))**(-39) assuming q is positive.\n',b'q**(52/49)\n',polynomials__simplify_power_train.csv
b'Simplify (((g*g**12)/(g*g**(1/5)))**(1/38))**27 assuming g is positive.\n',b'g**(1593/190)\n',polynomials__simplify_power_train.csv
b'Simplify (p/(p*p**(-3/7)))**(-28) assuming p is positive.\n',b'p**(-12)\n',polynomials__simplify_power_train.csv
b'Simplify (n*n/(n/(n/((n*(n/(n/(n/n**(-2/31)))*n*n)/n*n)/n)))*n/(n**(-11)/n))/(n**(-2/9))**7 assuming n is positive.\n',b'n**(3764/279)\n',polynomials__simplify_power_train.csv
"b'Three letters picked without replacement from {w: 3, b: 5, k: 2, p: 2, i: 3}. What is prob of picking 2 b and 1 i?\n'",b'6/91\n',probability__swr_p_level_set_train.csv
"b'Calculate prob of picking 2 v and 1 c when three letters picked without replacement from {p: 1, c: 3, v: 12}.\n'",b'99/280\n',probability__swr_p_level_set_train.csv
"b'Four letters picked without replacement from ltlqzlzqlqznq. Give prob of picking 2 l, 1 z, and 1 q.\n'",b'72/715\n',probability__swr_p_level_set_train.csv
"b'Two letters picked without replacement from {x: 1, t: 2, l: 9, r: 1}. What is prob of picking 1 l and 1 t?\n'",b'3/13\n',probability__swr_p_level_set_train.csv
b'Two letters picked without replacement from kkkkkkkggkkkkkkggvgk. What is prob of picking 1 v and 1 g?\n',b'1/38\n',probability__swr_p_level_set_train.csv
"b'What is prob of picking 1 q and 1 i when two letters picked without replacement from {q: 5, i: 14}?\n'",b'70/171\n',probability__swr_p_level_set_train.csv
b'Calculate prob of picking 1 o and 1 k when two letters picked without replacement from covoookgvkkkogckoc.\n',b'10/51\n',probability__swr_p_level_set_train.csv
b'What is prob of picking 3 c when three letters picked without replacement from xycyxycxcmxxyxmmxm?\n',b'1/816\n',probability__swr_p_level_set_train.csv
"b'Four letters picked without replacement from {i: 7, m: 2}. What is prob of picking 1 m and 3 i?\n'",b'5/9\n',probability__swr_p_level_set_train.csv
b'Two letters picked without replacement from kxlbx. Give prob of picking 2 x.\n',b'1/10\n',probability__swr_p_level_set_train.csv
b'Calculate prob of picking 2 n when two letters picked without replacement from yneefnlk.\n',b'1/28\n',probability__swr_p_level_set_train.csv
"b'Calculate prob of picking 1 v and 1 j when two letters picked without replacement from {e: 2, d: 2, f: 1, v: 4, j: 3}.\n'",b'2/11\n',probability__swr_p_level_set_train.csv
b'Calculate prob of picking 1 n and 1 i when two letters picked without replacement from lukikiniiuuuuui.\n',b'1/21\n',probability__swr_p_level_set_train.csv
"b'Calculate prob of picking 2 n when two letters picked without replacement from {a: 2, n: 2}.\n'",b'1/6\n',probability__swr_p_level_set_train.csv
"b'Calculate prob of picking 2 t and 1 e when three letters picked without replacement from {e: 2, p: 6, t: 7}.\n'",b'6/65\n',probability__swr_p_level_set_train.csv
"b'What is prob of picking 2 x and 2 j when four letters picked without replacement from {x: 9, j: 11}?\n'",b'132/323\n',probability__swr_p_level_set_train.csv
"b'Two letters picked without replacement from {c: 2, s: 2, g: 1, n: 1, f: 1, p: 1}. Give prob of picking 1 c and 1 f.\n'",b'1/14\n',probability__swr_p_level_set_train.csv
b'Four letters picked without replacement from yyyyiyyyiyiyyiyyyy. Give prob of picking 4 y.\n',b'1001/3060\n',probability__swr_p_level_set_train.csv
b'Three letters picked without replacement from ympdmytyyyytddtmdyy. Give prob of picking 3 t.\n',b'1/969\n',probability__swr_p_level_set_train.csv
b'What is prob of picking 2 b when two letters picked without replacement from mecbbbbcb?\n',b'5/18\n',probability__swr_p_level_set_train.csv
"b'What is prob of sequence pp when two letters picked without replacement from {p: 12, u: 7}?\n'",b'22/57\n',probability__swr_p_sequence_train.csv
b'Three letters picked without replacement from wkgysye. What is prob of sequence swg?\n',b'1/210\n',probability__swr_p_sequence_train.csv
b'Calculate prob of sequence rh when two letters picked without replacement from rbrrbbrrrrbrbrbrrhb.\n',b'11/342\n',probability__swr_p_sequence_train.csv
b'What is prob of sequence san when three letters picked without replacement from nemamys?\n',b'1/210\n',probability__swr_p_sequence_train.csv
"b'Calculate prob of sequence ullc when four letters picked without replacement from {l: 2, u: 5, d: 3, t: 1, c: 5}.\n'",b'5/4368\n',probability__swr_p_sequence_train.csv
b'What is prob of sequence phhm when four letters picked without replacement from pmhmmppmmhhmp?\n',b'6/715\n',probability__swr_p_sequence_train.csv
b'Two letters picked without replacement from vwhhbvwvbpnbnhvw. What is prob of sequence vb?\n',b'1/20\n',probability__swr_p_sequence_train.csv
b'Three letters picked without replacement from ssxxzvxzvxttzvxt. What is prob of sequence zxt?\n',b'3/224\n',probability__swr_p_sequence_train.csv
b'Three letters picked without replacement from izzbbv. Give prob of sequence vib.\n',b'1/60\n',probability__swr_p_sequence_train.csv
"b'Calculate prob of sequence hmly when four letters picked without replacement from {h: 3, l: 4, g: 2, m: 1, y: 2}.\n'",b'1/495\n',probability__swr_p_sequence_train.csv
"b'Calculate prob of sequence fe when two letters picked without replacement from {q: 10, e: 2, m: 1, h: 1, g: 3, f: 1}.\n'",b'1/153\n',probability__swr_p_sequence_train.csv
b'Four letters picked without replacement from jmjmjjmmmm. Give prob of sequence mmjj.\n',b'1/14\n',probability__swr_p_sequence_train.csv
b'What is prob of sequence ao when two letters picked without replacement from aanoawoooaoowwa?\n',b'1/7\n',probability__swr_p_sequence_train.csv
"b'Four letters picked without replacement from {d: 2, w: 4, g: 1, t: 3}. Give prob of sequence tdgt.\n'",b'1/420\n',probability__swr_p_sequence_train.csv
"b'Calculate prob of sequence fh when two letters picked without replacement from {h: 1, f: 2, j: 2, y: 4, r: 1, e: 2}.\n'",b'1/66\n',probability__swr_p_sequence_train.csv
"b'Three letters picked without replacement from {a: 2, u: 1}. Give prob of sequence aua.\n'",b'1/3\n',probability__swr_p_sequence_train.csv
b'Calculate prob of sequence bybb when four letters picked without replacement from agbcwawybbwb.\n',b'1/495\n',probability__swr_p_sequence_train.csv
"b'What is prob of sequence ssfs when four letters picked without replacement from {p: 2, f: 7, s: 3}?\n'",b'7/1980\n',probability__swr_p_sequence_train.csv
b'Four letters picked without replacement from fgzfzzzzffzfzfzfzff. Give prob of sequence fzzz.\n',b'63/1292\n',probability__swr_p_sequence_train.csv
b'Two letters picked without replacement from biiyjkjbjhyyhj. Give prob of sequence yy.\n',b'3/91\n',probability__swr_p_sequence_train.csv
